comments	label
서인국이 군대만 갔다왔어도	1
김치 좌빨들 닮앗네	1
지금 드라마나 보고 있을 때가 아니다 82kg김지영보다 현실을 고발하는 주제가 있다 봐야 한다 링크 https //m ilbe com/view/11207994540	1
너는 인생을 예능처럼 살려고하냐 웃으며 즐겁게사는건좋은데 아쉽다 결혼못하는 이유가있더라	1
개거품 노래도전혀못하고 먼음악에자꾸손을댈까 이름알려진것도 라스덕인데	1
찌질이들 보기싫음 안보면 될것을 보면서 찡얼대네 모지리들 ㅋㅋ 왜사냐 모지리들아 ㅋㅋ	1
ㅋㅋㅋㅋ 매매혼 사생아 튀기새끼 ㅋㅋㅋ 블라했음 계속 따라다니길래 ㅋㅋㅋ	1
환희는 선플로가고 준희는 악플로가는데 생긴걸로 억울한면이 많을듯	1
주위를 안보고 생각없이 이쁜척 도도하척 하고 다니다가 꼴좋다 ㅉㅉ외국에가서 가구를 보다니 이해불가	1
무현이는 인권없는겨	1
홍어가 하는말 나라에서 밀어주니까 큰거지 나라에서 밀어주지않았으면 제대로 못컷다고 하더라	1
라도아줌마는 노빠문레기들 세상이 천국이랑께	1
구혜선 이런게 부부고 결혼생활이야 보고 배워	1
왈왈 얼굴이 아깝다	1
빙신들 와꾸에 피지컬이면 한국어 배워서 김치만 처먹어도 10억은 간단하게 땡기는데 힘들게 파냐 이기야	1
아버지 돌아가신 일보다 상주로 제대로 못자고 문상객 맞는게 그렇게도 힘든가 티를 내고 싶냐 남들 하는 일인데 상주한다고 힘들다고 징징대는건 진짜 해도 너무하네	1
현빈이 부럽다 이쁜여자 후리고	1
이런 암퇘지 같은 연기할 때도 성기 생각하며 젖어 있는거 아냐	1
여자들 미쳤어 남편 밥차리는게 그렇게싫냐	1
어머니 진짜 고우시더라 수수하게 해두 이쁘신데 꾸미시니 부잣집 어머니 같으심 주름살두 연배에 많은 아니고 피부도 완전백옥 외모만 보면 고생 1도 안하고 관리만 하셨을 같이 고우심	1
병신 빡대가리 반일국뽕 수준 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	1
일베놈들 헬게이트 열었네 ㅋㅋㅋㅋㅋㅋㅋ	1
보내줄꺼 보내주고 이제 시작하는일에 집중하는게 맞지 ㅋㅋㅋ 시발	1
김새론 영입은 대단한거 같은데 듣보잡 한명은 뭐냐 ㅈ집 이라도 되나 새론아 나와라 급떨어진다	1
다음 대리충	1
근디 가스나도 꽃뱀이네?3억ㅋㅋ장난하나?	1
장윤정 노래는 들으면 감정이입되고 같이 눈물 나고 그런데 아주 감정이 메말라서 무슨 기계가 노래하는 것같고 결정적으로 노래를 못부른다 무슨 수로 1위했는지 모르겠다 투표로 조작했나	1
여자가 감히 욕을 맞자 정상이라는 한국남자들 역시 성별 엄청 감정적이네	1
이름도 몰라 얼굴도 몰라 니들만의 정신승리로 한류인척쇼하고 문재인탄핵위기놓이자 뒷거래까지해가면서 해외프로꽂아넣고 한류라면서 영어로 연설하고 개쇼한쓰레기 개돼지선동언플 계속해봐 탄핵및 구속은 니들	1
정준영이랑 했으면 여자가 개이득 아님	1
여기 30대 40대 김치 노처녀들 지들이 임신한거 마냥 감정이입 넣어 댓글 이게 한국여자들 상임 뼛속까지 김치쉰녀들	1
되도않는 아이돌 음악듣다 송가인노래 들으니 귀호강♡♡	1
무슨경력이노게이야	1
메퇘지년들한테 놀아나지좀마라 저능아새끼야 재미도없고 존나 억지구만ㅁㅈㅎ	1
책읽어주는것도아니고 지식니열해서 별로든데 애도 홍어아니냐	1
어휴 쓰레기젤을 빠는넘이있네고추 썪는다	1
어휴 좀더 어린분 만나서 결혼하시지 ㅋㅋㅋㅋㅋㅋㅋㅋ어휴 2세 안볼거에요 건모형 여자나이 40이면 끝난거에요 병원가서 검사부터 받아보세요 임신가능한가	1
악플문화는 좌파들이 만든 거지 다음 아고라 악플문화에서 시작된것	1
솔직히 집에서 고기 구우면 좆같은건 사실임 집이 존나 넓르면 모르겠는데 암튼 뒷정리하기 개좆같음	1
방탄 멤버 하나하나 헤드샷 당해라	1
아닥 니첨부터 영어만써놓고 ㅋㅋㅋㅋ 정신승리추하노	1
ㅉㅉ	1
문동무 이러니 공산주의 안좋아할수 있음메까	1
똥남아 갈때 가끔씩만 비지니스 탔는디 얼마전 벳남갈때 국적기 이코탔는디 티켓팅 할때 앞에 베트콩 할매 할배딱봐도 한국 시골시집간 딸내미 집와서 존니 농사짓고 본국 가는사람처럼 보였는디 암내가 시박 쩔더라 탈때 설마했는디 두줄앞인대도 살짝 냄새옴만석인디 만약 내옆자리였음 진짜 뱅기 뛰어 내렸음이후로 똥남아갈땐 무조건 비지니스 탈꺼다	1
80 90년대 선생들 단골멘트인데 공부못하면 공장이나가ㅋㅋ 영상에서 저지랄했으니	1
마른사람이 저런사람보다훨씬않좋고 불행이다 뺄살있는것도 복이다 그리고원래는 찌우는게 훨씬더 어렵다이것만알아둬라 남자건여자건마른사람이 뚱뚱한사람보다 훨씬불행하다는것	1
하현우팬들 혐오스럽네 가수로 애가 대단한 커리어가 있다고 여자가수라 팬수도 적으니 아주 악플쩌네	1
그러니 한국당 지지율이 시궁창이지ㅋ	1
정우성 공효진은 원래 좌파지만나머지들은 좌파라인 타려고 커밍아웃한건가곧 문죄인과함께 방송에서 사라지겠네 ㅉㅉ사람은 라인을 타야돼	1
혹한기 유격 포대에서 갖고있는거 존나안찢어져서 물량이 넘치니까 보급계가 지가 가위로 찢어서 수량조절하더라 존나튼튼함	1
여자 완전 또라이네 또라이 잘못 건들여서 고생하네요	1
이거 원글이 의게이가 ㅇㅂ에다 썼다가 각종 커뮤 돌고 돌지 않았냐	1
언제부터 혼전임신이 경사가됬냐 밥은먹고다니냐 보니 살림기본이 안되어있더만	1
결제한세끼들도 잡아족쳐야지	1
이새끼 말귀를 알아쳐먹네 수학이 허접이라는게 아니라 한번배운 단순입시수학으로 밥벌어먹는 강사가 병신이라고	1
등신새끼	1
ㅈㄹ하노 ㅋㅋ 바로 눈앞에 모니터도 32인치인데 존나 작아보임	1
김치년들이 문제야	1
보통 독서실 총무 들어가는건 다들 20만원 30만원 받는거 알고 들어감그래서 그냥 잘해주진 않아도 좆같이만 안했으면 저사람도 신고하고 최저시급 적용한 월급 받으려 하지도 않았을거임 선을 넘어서 굴렸으니까 저렇게 된거지	1
결국 승자는 핑클이네 ses 빠돌이들 대가리 박아라 ㅋㅋㅋ	1
박유천 이마가 굉장히 넓구나 내가볼때는 조만간 가발쓰고 다니겠구나 공짜 좋아하게 생겼네 거짓말쟁이 구라쟁이 입만열면 벌구다	1
하연수가 아니라 임창정이나 김구라가 저랬어도 문제가 됬을까 젊은 여성들 머리채 그만 잡아라 한녀 살려	1
내가 너를 고소하고 싶어 정국아 진짜 존나 패고싶다 생각이없니 국뽕으로 뭘하든 오냐오냐 해주니가 뭐든 멋대로 해도 되는것 같아 공항에는 꼬박꼬박 마스크 끼고 오는놈이 놀러다닐땐 마스크도 안쓰고 진짜 서운하다 정국아	1
쪽바리	1
남자가 바람피워 이혼 그냥 생김세가 바람필거같어 아니면 참고 살던가	1
hot 팬들은 사람죽일 정도로 극성이였다든데	1
그러니까 짱깨배달이나 하지ㅉㅉ	1
중국인들 제발좀 나오지 않았으면 좋겠다 진짜 혐중이 괜히 지금 심한게 아니다 착쨩죽쨩이라는 말이 나왔을까	1
내가 살아있을때 기생충 구더기 곱등이 연가시 엑시구아 바퀴벌레 시궁창 쥐새끼들한테 애미 애비가 창자까지 돌림빵쳐당한 유사인류 헬짱깨 종이호랑이 에미뒤진 걸레갈보개씹창년 허벌보지 니미 씹창 좆물통을 사시미로 토막내고 도려낸 다음에 마체테로 찢어죽여버릴 육변기 개갈보지 씹창년새끼들 쳐망하는걸 볼수 있다면 그걸로도 감사한거지 ㅇㅇ	1
예쁘다 이혼녀라도 환영한다	1
수도권 인구집중 현상이 잘못된건 아니지 오히려 뉴욕 도쿄 런던 같은 선진국 도시나 중국 대도시들에 경쟁하려면 서울을 키워야하는게 현실인데 문재인 운운하며 수도권 집중이 잘못된 현상인양 말하고 잇네 그냥 지방은 자연스레 인구소멸되게 냅두고 공장이나 농업 생산기지화/ 관광지 개발 등으로 가는게 옳다어차피 지방은 인간이 살수없는 축생들이 사는곳으로 변한지 오래인데 지방을 억지로 살리려 하냐 지방인들도 먹고 살아야하니 수도권 집중현상을 막아야하니 지방도 균형발전 시키자는 주장이북한인들도 먹고 살아야하니 북한에도 퍼주자고 하는 문재인의 개소리랑 다른게 뭐냐	1
저새끼 복근은 저런거임	1
니그튼 그지새끼 아니더라도 배달비 있네 귀찮다 그냥 사먹어야지등등 이런 수요가 있으니까 존재가 하는거고 배달비 받는 업체들이 많이 늘어나는 거다거지새끼들아니랄까봐 자본주의시장에서 수요와 공급에 따라서 흘러가는 시장 흐름을 지들 없다고 찡찡거리는 꼬라지 보소 이딴게 일베 ㅋㅋㅋㅋㅋ돈 아까우면 먹지마 가서 포장 오던가니들 같은 거지 아니더라도 먹는 사람 널렸어	1
홍진경씨 머리왜저럼 탈코르셋임 예쁜애들이 탈코르셋하는건 본적이없네	1
왜캐 임신을 하려고 방송까지 나와서 난리냐18살어린남자랑 결혼한 사람도 그렇고 분도 그렇고 그런건 그냥조용히하지	1
밍하니깐 좆성이 존나게 투자 하는거지 증설 증축하고 https //m post naver com/viewer/postview nhn volumeno=27068083&memberno=11919328&vtype=vertical	1
용접이랑 영어 배워서 호주가면 진짜 사람답게는 산다돈 오지게 번다 한국보다는	1
개랑 고양이에 환장한 애들치고 정상인 애들이 없음	1
씨발 브금 들으니깐 유준호 사무라이칼 생각네네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	1
전라도 홍어년놈들이 주는 사주는 사양하고 먹는 가장 안전하다	1
전처들이 많은가보네요 댓글들을 보니 가만생가해보세요 전처로서 전적으로 잘들 하셨는지 불륜이 불륜으로 끝나지 않고 이혼과 결혼으로 이어진 이유가 무엇인지	1
쟤는 지도 그러는지 모른거고	1
머리 개안어울리네 동안페이스가 무슨 저런 머릴하냐 숏컷이 어울릴거같구만	1
박유천 콘서트에 찬물 끼얹네 이래서 여자 만나야함	1
그냥 니가 개소리하니까 나도 개소리한번해봤다고하면되자나	1
솔직히 슴가 까고 궁뎅이 다보이고 노출 과하고 싼티 나보이는건 맞지 하지만 므흣할뿐ㅎㅎㅎ	1
군대나 가세요 병역기피는 꿈도 꾸지마시길	1
기사를 왜케 많이 박보검 이어서 줌냐들 지지층 겁나 단단한듯	1
찢어지긴 뭘안찢어 훈련소 2주차때 존나뛰어댕기다가 찢어짐	1
저말이 틀렸냐고 대깨문들아 팩트로맞으니 아프니	1
그전엔 술먹고 할뻔했던적이나 섹스까진 못가거나 한적있긴한데	1
보자로 시작하는 곳에서 오징어냄새나는 성별 특징 bo적뽀 시전할 생각에 들떠서 기분좋아하면서 이쁘고 어린 아나운서 물어뜯는중	1
개소리ㅁㅈㅎ	1
다들 속으로 똑같이 생각하면서 아닌척 정의감에 불타느척 해야 사회적 으로 형성된 공감대에 어울린다 생각하는거지 ㅋㅋㅋㅋ 위선자 새끼들 새끼 용접공 시킬려고 하면 기를 쓰고 반대할 새끼들이 누구보다 용접공을 무시하지만 그렇지 않은척	1
재혼한게 자랑이라고 뻔뻔해	1
돈gㄹㅏㄹ하면서 품위있어보이는 운동 웃긴건 날씬한 돈많은 연예인들이 많이한다는거 뚱뚱해서 필라테스배우는 여자연옌은 왜없냐ㅋ 자랑질하기 좋은운동	1
다이어트를 해도 머리크기는 어떻게 할수가 없구나	1
아니ㅋㅋ 뭐라해야되냐 노출이 문제라기보단 디자인이 귀도 붙이고좀 게임캐릭터한테도 제발 저런의상 안입히면 안되냐 싸우는데 누가저런 옷을 입고싸워	1
게이야 집까지 한시간 가량 소리지르면서 우는거는 민폐아니야 우는 모습도 안귀여울꺼 아니야	1
쪽본은 이대로 쭈우욱 좟되길	1
솔찍히 룸안가는남자가 어뎃노 ㅋㅋ	1
죽지말지 쓰레기같은 연예인 많은데 그놈들이 죽어야지 안타깝네요 고인을 명복합니다	1
ㅅㅂ 모르고저런거지 알고 저랬겠냐 꼰대 새키들 드럽게 말많네 ㅋㅋㅋ	1
요즘에는 대행업체에서 소방점검을 많이 하기 때문에 저런 일은 많이 줄었지만 그래도 장사 해보려고 건물에 들어가서 시설 설비 갖추고나면 점검 한답시고 들이닥치는 소방관 새끼들이 있다두명도 아닌 명이 와가지고 존나 말도 되는 걸로 트집을 잡는다돈 달라는 소리지 씨발 새끼들근데 좆같은건 그렇게 명이 왔다간건 정식 점검이 아니라서 이후에 소방점검이 와존나 씨발 한국은 장사 해먹기도 좆같은 나라다	1
여긴 진짜 신기하게 특출난 메인보컬이 없다 다들 와꾸 딸려도 메인 하니씩은 집어넣는데지효빼면 심각한 수준이던데	1
소집해제를 전역으로 둔갑시키지 마라	1
이거 모르는 사람도 있나 모르는 벌레만 있을뿐이지	1
최종범이 죽인것도 아닌데 이리 난리야 서로 좋아해서 사겼으면 문제도 서로 해결해야지 하여튼 다들 오지랖은	1
집안이 부자인거아니까 500들고와도 계약해주고 대출이자도 대납했겠지 여차하면 부모 찾아가면 되니까 재력되잖아	1
장신영이 관리해야 강경준이 아저씨같지	1
트퀴들아 니들 트와이스 호감 보면 몇마리 나오는건 알지 일본것들 불매중이라 개소리 하는건 알겠다 구입 하고 얼마후 군대간 사람 보고 어쩌라는건지 모르긋다	1
지들은 백하나 선물 받으면 어찌어찌 자랑할려고 애쓰면서 10년만에 임신해서 차선물받은거 sns에 올린게 그리 배가 아프냐 ㅋㅋㅋ어쩜 저리 못났을까 ㅉㅉ	1
미래의 자식에게 보여줄수 있겠냐 ㅉㅉ	1
2천만원짜리 조리원하며고기집 외식하며 가지가지 한다ㅋㅋㅋㅋㅋ관심병으로 더아프신거 아닌감 아무튼 건강하다니 다행이네 ㅋㅋㅋ	1
여자는 역시 널널한 와이셔츠 입었을 때가 제일 좋아 ㅎㅎ 김지원 너무 예쁘다 ㅎㅎ	1
얼마나 거지같은 티비로 보면 다들 안들린다는 투정 뿐이야 좋은거 하나 사라 거지들아	1
도태녀들 지금 단체 생리즁☆	1
이이경씨 눈좀 높히세요 ㅡㅡ	1
속보 긴급 단독 세계 최악의 열등하고 좆미개한 후진국 쓰레기 인종 죠샌징들은 집단학살이 정답임 ㄹㅇ	1
나는 베충이들이 하도 김성령 김성령 해서 진짜 엄청 괜찮은줄 알앗는데 상속자들 드라마 보니까 그냥 전형적인 예쁜 아줌마던데 그냥	1
일본이 지금 평균 신규 채용보다 퇴직자가 더많아 현시점 고령화 일본이 너무 압도적이라 당장 취직자체는 확실히 많이 열려있음다만 단점은 전세문화는 우리나라뿐이라 자리 잡을떄까지 월세압박 좆될거임	1
mbc 요즘 일반인들 섭외 ㅈㄴ하네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ한심	1
오달수 조재현은 인기 많으니까 봐주자 달수형님 안나오는 영화 재미없다	1
할배가 분수를 알아야지 어린여자랑 기어코 결혼을 하네 ㅋㅋㅋㅋㅋㅋㅋㅋ 여성분 고생길 훤하노	1
비위좋노 게이야 취존한다이기	1
틀린말은 아님 근데 유튜브하는새끼면 이미지 관리해야하는게 맞음 ㅋㅋㅋ 아가리 잘못 놀리면 그케되는거임맞는말도 쥬변환경 봐가면서 해야하는거임 쟤가 분위기 파악 못한건 잘못임사석에서나 그런얘기하지 ㅋㅋ	1
그럼 과거 박정희 정부도 부정하는거네 병신새끼야 ㅋㅋㅋ 그리고 빤스런 씨발 7시 절라도식 정신승리 지렸노 씨발년이 김대중 개새끼부터 해보자 ^^ 그리고 병신아 프랑스는 마크롱이 우파인데 좌파 복지야 병신새끼가 그리스가 포퓰리즘으로 좇망한 팩트는 절라도 염전에다 팔았노 이태리도 좌파 ㅈㄹ 하다 망해서 짱깨한테 털리는데 씨발 분탕이지	1
맞벌이도 아닌데 뭐저렇게까지 아이를 봐야하나ㅠ	1
아놔 이새기 여기 숨어잇엇네 ㅋㅋ 시발새꺄 내가 오늘 이만원 갖고오랫지 뒤질래	1
그냥 무작정 까고보네 미성년자도 결혼할수있는거고 나이처먹고도 애지우려드는 너희들보다 떳떳하구만 지금도 비방댓글 달면서 부모님 등골뽑아먹는것들이 부들대는거봐라 인생이 불만이네	1
야이 방구석 폐인 주부들아 집에서 애나 쳐봐 남편 도움탓하지말고 한심한것들	1
30대여자들 한혜진 빙의해서 악플다는거 진짜 안쓰럽고 역겹다 본인인생이나 잘살기를 젊은여자들 질투하지말고	1
정도면 취미로하는 새끼인듯	1
셜리만한 외모의연예인 정말 없는데 ㅠ인성은 나이들면 철들면 좋아지고너무 안타깝고 그재능과 외모가 너무 아깝고악풀의밤에서 웃던 모습 생각나서 마음이 아픕니다	1
한국사람들은 대마초가지고 호들갑이네 후진국	1
38세48세로 잘못적은거아닌가ㅋㅋㅋㅋ할정도로 동안이네요	1
꼬인 사람들이 많네요 한녀들 종특인 행복하세요	1
트왜이스 왜이즈원 쪽바리들 추방해야한다	1
기더기가 병신천지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	1
나도 약속어긴다에 쌍방울건다	1
늙어서 아이돌가수 득실거리는데서 버틸수 있겠냐	1
빅뱅오빠들이 깔아놓은길가면서 대단한척하지마^^	1
옷도 단벌 좁아터진 연예인치고 일반이보다 못사네	1
광대튀어나온 철가면쓴 아줌마 개나소나솔로라고	1
자기가 짠따다 싶으면 많이 벌면 된다 나처럼	1
나이가 어린 남편이자 니가 니가 추자현씨 홀랑 깬다	1
유니클로에서 계산 대기하는데 와이프 애들이릉 같이 아재 존나 무섭게 쳐다보더라 보통 2초 이내로 쳐다보고 피하는게 정상인데 아재는 3번 쳐다보더라	1
시청률 10프로도안되고 무도 있었으면 대상도못받을 프로그램 문제인이 임명한사장이 무도 폐지시켰지 이명박근혜 도못한건데	1
아무리 둘이 행복해보여도 애가 없어서 그런지 어딘가 허전해보이는데 아무리 세상이 엿같아도 나랑 배우자 닮은 아이있으면 좋을듯	1
늙은 언냐들 불-편	1
라이머 그냥 이혼 하고 좋은 여자 만나세요 어마어마 재력 그정도 능력이면 언능 좋은 여자 만나는게 상책 남편이 이기적이면 본인은 이기적이 아니라는거야 머야 생각하고는 역시 한국여자 지생각만 한다	1
경희대 법학이냐 문재앙 후배 분탕새끼	1
우리보다 작게는 몇백 많게는 몇억만년의 문명이 발달되었겠지	1
그리고 민좆당 노동자 대표 청년 비례대표로 등장 테크트리	1
ㅋㅋㅋㅋㅋ 현아 니는 섹시한거 진짜 싫다며 근데 맨날 하는건 섹시한 표정	1
그럼 전화로 시켜 병신아	1
최수종 가식적인 리액션 촌스럽다 지금 시대가 어느땐데 결국 신혼여행도 공짜 은혼식도 공짜라는 거임	1
존나 개꿀팁이네 그렇게 하다가 그냥 재결합 안할수도 있는거고 재산은 나한테 있고 개씹끌띠	1
씨발 진짜 성형했네 관심있게 봤음 충분히 이상하다고 느낄 부분이였는데 진짜 노짱은 그래도 성형한다고 솔직히 말하고 했는데이새낀 역겹네 거짓말이 아예 베었어	1
알겠으니까 꺼져	1
새끼 파보면	1
원룸녀+자취+헬겔러=200000% 확률로 걸레	1
여자 비율 봐라 ㅋㅋㅋㅋ 김치녀들 몰려와서 기안 까네	1
차이나 여자를 한국 연예기사에 자꾸 내냐 기자들 제정신이냐 기사거리 없으면 잠이나 자세요	1
머리에 대한민국 국기 그려진 모자 쓰고 다니는 노망한 할베들아	1
남자가 잘못한거라면 반성도 없다면 나였다면 여자처럼 아주 못되게 할것같다왜 나를 배신한거니까	1
여자는 얼굴보다 요리실력 근데 얼굴도 이쁘심	1
범죄를 범죄인줄 모르고 ㅈㄹ떠는놈들이나 남자들 무데기로 있는 호텔방가서 ㅊ먹는 ㄴ이나 에혀저런 ㄴ들 만나결혼하면 인생 망친다	1
쟤네둘은 돈나오는 구석이 있나보네 정겨운 탤런트인데 드라마안하고 인스타에서 연기중이냐ㅋㅋㅋㅋㅋ어린애만나서 놀러가자는거 다들어준다고 고생이 많넵	1
이왕이면 딸을 낳았으면좋았을테데 이쁜아들이랑 예쁘게사세요	1
조센징들 남을 너무 까덴다 ㅎㅎ	1
아버지가 반대햇대자나 그리고 여자가 위험한 날이엿으면 조심해야대는거임	1
이게 개소리야 아오	1
전현무 kbs전 아나운서 진짜 부럽다 92년생 나이차도 한창나는 여친이라니	1
직접 총장날인 찍어서 표창장 발행한 있는 직원 말은 안들어 ㅋㅋ무슨 선택적 정보 취득이냐 ㅋㅋㅋ븅신	1
김해숙 눈빛 너무 악이 서려있고 얼굴 너무 징그러 그래서 시러	1
이제 시집좀가자	1
따일 화산 따였뿟노이기	1
지옥간박정희만찾는 박무새듳보다는 똥만찬신념이 나을듯	1
아가리좀 털어줬다	1
진상 세입자들이랑 명도 분쟁 겪으면서 별별 놈들 다봄 도망치듯 집행전에 나갈때 백시멘트 변기에 쳐붓고 내리고폼우레탄 하수구에 뿌리고 우수관에 파이프 박아넣는 등등 당장에는 문제 안생겨도 서서히 건물 골병드는 하고 튄놈도 몇놈	1
사람들 착각하는데 우리나라 페미 이제초기야 아직 갈길이 존나멀었어	1
여자들 물뽕 처먹여 강간하고 동영상 찍은게 죄가 아니었구나 ㅋㅋ버닝썬이 중국 삼합회 자금 세탁소라면서	1
적잖은 나이일텐데 ?결혼 해아지요	1
탈출축하해 중기야 30살 이상 여자는 여자로써 성적 매력을 잃었다	1
반박해주고 싶은데 0렙이라 분탕 가능성 높네 한국당 의원 구성원 보고와라 ㅂㅅ아	1
빨리 정산하고 망블리즈 탈출하자 가식은 그만	1
ㄱㅅㄲ 길가다 만나면 즉각 ㄷㄱㄹㅇㄷㄹㅉㅇㅂㄹㄷㅈㅉㄹ	1
버릇 개못준다 워낙 싸가지 없는xx거 다아는 사실 방송에서 영원이 퇴출 됐어야될 인간이 잊을만하면 나오고 사고 치고 말썽이르키고 어디 한두번 이냐 국민 비호감 이제 고만나와 국민들에게 스트레스 고만줘라	1
근데 인터넷에서만 욕하지 지금 싸이콘서트 매진임 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ나도 가고싶음 ㅋㅋㅋㅋㅋㅋ	1
사진 송영길로올리시면어떡합니까 기자님 홍윤화님도 여자입니다	1
가세연에도 나오던데 좌빨 강사면 절대 나가지	1
김밥은 어느 나라 음식이노 ㅋㅋㅋㅋ 씹새끼야 ㅋㅋㅋㅋㅋㅋㅋㅋ	1
슬슬 기어들어 와도 해줄까 말까인데 거지국이 깝치고 앉았네	1
정상이 어딨노 본성은 미친 마음이지 근데 깨달은게 본성을 거스르고 반대로 나아가는게 인생인거 같더라 본성대로 살면 좃같아짐 특히 같이 살면 여튼 감사	1
연예인들 사건사고 하나둘 올라오는거보니 정치적으로 뭘또 입막음하려는건지 우리나라는 정치계 사간사고 눈가리게용으로 연예인드루사건사고 많이 올라오더라구요	1
그렇게 방송물먹고 카메라마사지받는데도 얼굴이 ㅜㅜ 몸매는 인정ㅋ	1
이런애를 굳이 군대 보냈어야 되냐	1
틀딱 이거보고 서냐	1
박봄얼굴욕하는것들 비록지금의모습은 많은성형으로인해부자연스럽게보이지만 애니콜당시사진들보면 니들보다 몇만배는더이쁨 그러니제발얼평하지마시길 깔사람들이까야지ㅋㅋ나원같잖아서ㅋㅋ	1
이년 이년 이년 좋겠다	1
전라도의 홍진영이여라 으매이징하덩깨	1
ㄴㄴㄴ 일진 세키들이 오혼 존나게	1
지금 시발 나라 굴러가는 방향이 저쪽인데 어쩌겠냐 ㅋㅋㅋ복지에 퍼줄테니 알아서 타먹으라고 돈을 드리붓는데뭐 타먹어야지 ㅋㅋㅋ내가 안먹으면 남이 먹을건데 어차피 ㅋㅋㅋ	1
40세 이상 한녀들은 임신도 못하는 사실상 쓸모없는 분리수거 대상	1
장백지도 부모도그런거아닐까 형제자매들이 배다르던가 어머니가다다르던지 개드러움	1
이새기일베일수있다 신해철 바른소리하는거싫어했을거같다는생각이 든다 말도안되는일이 벌어지는 세상	1
여자 집에 남자가 들어갔을 외간남자 데려왔다고 욕함 남자집에 여자가 들어갔을 외간남자 집에 갔다고 욕함 지들 스스로 성범죄자라고 말하고 다님ㅋㅋㅋ ‘일부’ 남자들 반응 신박하네요 지능 수준 바닥임	1
빅히트방탄이먹여살렸지 ㅋㅋ 이창민 돈번게있나 ㅋㅋ	1
남편이 잘못했지 쟤가 잘못했나 웃긴놈들이네 ㅋㅋ	1
이미 알고 있어서 ㅁㅈㅎ주려고 했는데1렙이라 ㅁㅈㅎ 못줘서 속으로 애미 욕함	1
남자 착하게생겼다 저런남편때문 김영애오늘모습이유지된거 같은데	1
양녀 롤이면 재산도 물려받고 미래 생각하면 개이득이지	1
양세형은 개그맨인데 괴짜 또라이가 어때서 그런 타이틀이 서운함 개그맨 못하지	1
얘가뭔죄고 맷퇘지들아ㅋㅋㅋ	1
골반 엉덩이 보형물은 시발 존나 이상할듯 기본적으로 골반은 뼈인데	1
잠잠해지니 기어나오네ㅋㅋㅋㅋ군대로 복귀해라참 쉽네ㅋㅋㅋㅋㅋㅋㅉㅉ	1
나같으면 애한테 미안해서라도 안키우지 최소한의 엄마로써 미안함이 잇다면	1
남자가 젊은여자보면 만지고싶고 하고싶고 그런거지 하여튼 세상	1
오늘도 우리회사 노가다 2명 집에감 힘들거같다고개새끼 노가다새끼들이 편한거 생각이나 하고 있으니노가다가 괜히 노가다냐	1
제발 이상한 입지마세요 긴치마도 입지마시고요 키가 작으면 작아보여요 충분히 평범한 옷들로 이쁠수 있는데 개성이다뭐다 욕심내면 미래에 박나래씨 과거 모습 보고 왜그랬지하고 후회 합니다	1
문식이는 엄마를 뺏기는게 두려운거아닐까요 버려질까봐 무서운거구요 사랑이 고픈 어린아이같아요 친아들이었다면 저러지않았겠지요 친부모도 자길 버렸는데 새엄마가 언제 내칠까하는 두려움이 컷을듯해요	1
정유진 기자 여시쭉빵워마드 하나보네 스포티비 관계자들은 예의주시 하시오	1
희한한 년이네ㅋ	1
그래갖고 나라 지키겄냐	1
시스템을 짜야한다는 누구라도 알고 있는 뻔한 답에 지나지 않는데도 개새끼가 꾸역꾸역 반복하는 것은 다음 명제를 위한거다	1
진짜 한심한국민들 ㅈㄴ게 할짓거리 없나보네 그러니 재앙이나 대통으로 뽑아놓지	1
솔직히 음악성으로만 따지면 빅뱅한테 한참 밀리는게 팩트인것 같아	1
그럼 최종범은 사형이지 음주운전 협박 폭력 가택침입 리벤지포르노 전부다 해당인데 사형 아니면 남자라고 봐주는 거지	1
저새끼 정권바뀌면 반드시 색출해서 사형시켜야함 아주 유명한 빨갱이 새끼임	1
지랄 취업비자로 들어온 애들은 한국인이랑 임금 같음 ^^아빠회사 이제 외국인 안쓸꺼라고 존나 게으르다고참고로 토목회사임	1
실업급여 허위로 타먹은적 있는 새끼들은 던질 자격없음	1
여자도 대단 정신이 없었다 한들 자고 일어나니 옷이 벗겨져 있는데 그냥 넘어가다니 그것도 대단하다	1
솔까 생김 흑인 주제에	1
송윤형 남자가 너무 하네ㅋㅋㅋㅋㅋ 데이지만 새됐어ㅠㅠㅠㅠㅠ 펜타곤 이던이 남자네ㅋㅋ	1
닉네임에서 불향기가 느껴진다 특수용접이니 그거 고수익 이라면서 나도 ㅅㅂ 그런거 하는 사람 있으면 몇년 따까리 보조로 150만원 받아도 되니깐 배우고싶다기사 찾아보니깐 중년의 나이에 도전한 어떤 아줌마들 한달에 천따리 이상 버는 같은데 대체 그런건 어디서 배울 있노	1
개그쟁이들 가스내들중에는 천이슬이가 가장에쁘다 천이슬이 을매나 이쁘노 가스내스랍고	1
